,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,features_used,last_login_days_ago,monthly_fee,total_revenue,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,csat_score,escalations,survey_response,referral_count,churn
237,Individual,3,Referral,Monthly,17,3,3,2.302585092994046,70,5.351858133476067,2,No,No,2,30.94796039270867,3.0,0,Satisfied,1,0
238,Individual,20,Mobile,Monthly,37,4,8,2.833213344056216,70,7.244941546337007,1,Yes,No,0,34.08375471633315,3.0,2,Satisfied,2,1
239,Individual,5,Web,Monthly,21,6,6,2.1972245773362196,30,5.017279836814924,0,No,No,0,21.477317799869425,2.0,0,Satisfied,1,0
240,SME,3,Web,Quarterly,17,3,3,2.0794415416798357,30,4.51085950651685,0,No,No,0,33.85921843135372,5.0,0,Unsatisfied,0,0
241,Individual,47,Web,Yearly,14,5,6,2.3978952727983707,10,6.154858094016418,0,No,Yes,1,40.195748735935126,4.0,0,Neutral,0,0
242,SME,38,Mobile,Monthly,10,5,1,2.302585092994046,10,5.942799375126701,1,No,Yes,0,15.52910202702481,4.0,0,Satisfied,1,0
243,SME,15,Mobile,Monthly,21,7,5,2.5649493574615367,10,5.017279836814924,0,No,No,1,35.28802119123447,4.0,1,Satisfied,0,0
244,SME,35,Web,Monthly,24,1,5,2.302585092994046,30,6.957497370876951,1,No,No,1,32.63140205790878,5.0,0,Satisfied,2,0
246,SME,23,Referral,Quarterly,12,0,3,2.302585092994046,20,6.133398042996649,1,Yes,No,1,23.06247406298275,5.0,1,Satisfied,0,0
247,Individual,33,Mobile,Monthly,32,6,5,1.791759469228055,50,7.409136443920128,0,No,No,1,14.00276773528306,4.0,1,Unsatisfied,1,0
250,Individual,21,Web,Monthly,12,1,3,0.6931471805599453,10,5.351858133476067,0,Yes,No,0,24.464697905676584,3.0,1,Neutral,1,0
251,Individual,14,Mobile,Quarterly,5,4,7,2.1972245773362196,70,6.8885724595653635,0,No,Yes,1,23.848784904927182,3.0,0,Neutral,1,0
252,Individual,14,Referral,Monthly,20,4,9,0.0,50,6.55250788703459,4,Yes,Yes,2,15.707180851971456,3.0,0,Neutral,1,0
254,SME,42,Referral,Monthly,30,3,7,1.0986122886681098,10,6.042632833682381,1,No,No,3,25.48773633631357,4.0,0,Neutral,1,0
255,SME,11,Web,Yearly,23,3,7,1.6094379124341003,20,5.3981627015177525,1,No,No,2,18.923446521014004,2.0,0,Unsatisfied,0,1
256,Individual,4,Mobile,Yearly,0,0,5,2.6390573296152584,30,4.795790545596741,0,Yes,Yes,2,1.0,3.0,0,Neutral,2,1
257,SME,47,Mobile,Quarterly,19,3,4,2.302585092994046,50,7.762596048540069,0,No,No,2,21.59615971864436,2.0,2,Satisfied,1,0
258,Individual,52,Mobile,Monthly,23,4,6,1.0986122886681098,20,6.947937068614969,0,Yes,No,0,30.733405318753366,3.0,0,Neutral,1,0
259,SME,30,Mobile,Yearly,17,3,6,1.6094379124341003,50,7.313886831633462,2,No,No,2,27.841952520885016,3.0,1,Unsatisfied,1,0
261,SME,36,Mobile,Yearly,14,1,4,1.791759469228055,30,6.985641817639208,1,Yes,No,0,25.39727926532883,3.0,0,Satisfied,2,0
262,Individual,20,Mobile,Monthly,30,5,4,2.302585092994046,50,6.90875477931522,0,No,No,0,26.601658208323183,4.0,0,Neutral,2,0
263,Individual,52,Web,Yearly,14,5,8,1.791759469228055,20,6.947937068614969,1,Yes,No,1,22.37908438557289,5.0,0,Neutral,1,0
265,Individual,34,Referral,Yearly,39,3,1,1.0986122886681098,50,7.438971592395862,2,Yes,No,3,20.2477920569263,2.0,0,Unsatisfied,0,0
267,SME,8,Mobile,Monthly,20,3,2,2.70805020110221,30,5.484796933490655,0,Yes,No,2,11.988893435614989,2.0,0,Satisfied,3,0
268,Individual,45,Web,Monthly,23,6,4,1.791759469228055,30,7.208600337960199,0,No,No,2,31.40073805745824,3.0,0,Satisfied,3,0
271,Individual,40,Web,Yearly,27,7,7,1.9459101490553132,70,7.937731775260109,0,Yes,No,0,32.743758247717366,3.0,0,Neutral,1,0
273,Individual,36,Web,Monthly,21,3,5,2.1972245773362196,20,6.580639137284949,0,No,No,2,41.22804528850649,4.0,0,Satisfied,0,0
274,SME,5,Web,Yearly,25,7,4,1.6094379124341003,100,6.2166061010848646,0,Yes,No,1,27.36342583619036,4.0,0,Neutral,1,0
276,SME,38,Web,Yearly,13,7,4,1.6094379124341003,10,5.942799375126701,1,No,No,1,40.90851005415904,3.0,1,Satisfied,1,0
278,Individual,19,Referral,Quarterly,16,6,5,2.0794415416798357,20,5.942799375126701,0,Yes,No,1,26.79557874151949,2.0,0,Neutral,2,0
280,Individual,27,Referral,Yearly,0,6,2,0.0,50,7.208600337960199,2,No,No,1,17.222761637580142,3.0,0,Satisfied,1,0
281,SME,35,Mobile,Monthly,26,2,3,3.332204510175204,50,7.467942332285852,0,No,No,0,34.675349758729695,2.0,3,Satisfied,1,0
283,Individual,9,Web,Yearly,26,1,5,3.1780538303479458,20,5.198497031265826,1,No,No,1,42.23701020261177,5.0,1,Unsatisfied,1,0
285,Individual,31,Mobile,Quarterly,29,7,4,3.784189633918261,30,6.836259277277067,0,Yes,No,1,25.83431668979578,5.0,0,Neutral,1,0
286,Individual,42,Web,Monthly,18,4,7,2.70805020110221,20,6.734591659972948,0,No,No,2,18.283756629785707,3.0,0,Neutral,1,0
287,Enterprise,44,Web,Monthly,11,3,6,2.833213344056216,10,6.089044875446846,1,No,No,1,25.815719340517127,5.0,0,Satisfied,0,0
288,SME,45,Web,Monthly,25,1,6,3.2188758248682006,20,6.803505257608338,0,No,No,1,25.016022421114016,3.0,0,Satisfied,2,0
289,Individual,24,Referral,Yearly,30,2,9,3.367295829986474,30,6.580639137284949,1,Yes,No,0,27.648741759642416,5.0,1,Satisfied,1,0
290,Individual,42,Referral,Monthly,9,0,3,2.5649493574615367,30,7.13966033596492,0,No,No,1,31.77326888973908,5.0,1,Satisfied,2,0
291,SME,51,Web,Yearly,27,6,6,2.302585092994046,100,8.537191877922927,3,Yes,No,2,33.22698820309272,2.0,0,Neutral,0,0
292,Enterprise,53,Web,Quarterly,22,2,7,0.6931471805599453,20,6.966967138613983,0,No,No,0,24.323248435731514,4.0,0,Satisfied,1,0
293,Enterprise,19,Web,Quarterly,18,2,7,0.6931471805599453,20,5.942799375126701,0,Yes,No,1,10.455691912322091,4.0,1,Unsatisfied,0,0
294,SME,58,Referral,Yearly,17,4,6,1.3862943611198906,30,7.462214939768189,0,No,No,1,12.784713285531698,4.0,0,Unsatisfied,0,0
295,Individual,49,Mobile,Quarterly,22,1,3,1.791759469228055,50,7.804251383528112,0,No,No,0,17.26835773384608,1.0,1,Neutral,0,0
296,Enterprise,58,Referral,Monthly,13,0,4,3.828641396489095,10,6.364750756851911,0,Yes,Yes,1,29.27042155663903,4.0,0,Neutral,3,0
297,SME,30,Web,Monthly,50,1,4,2.3978952727983707,10,5.707110264748875,1,Yes,No,0,15.18313842115365,3.0,0,Neutral,1,0
298,Individual,5,Mobile,Quarterly,6,1,6,2.3978952727983707,20,4.61512051684126,0,Yes,No,2,16.50837874010721,3.0,0,Unsatisfied,0,1
299,Individual,8,Web,Quarterly,0,7,1,2.0794415416798357,20,5.081404364984463,1,No,Yes,0,23.58851341890817,4.0,0,Neutral,1,1
301,SME,47,Web,Quarterly,20,7,6,2.0794415416798357,70,8.098946748943339,0,No,Yes,1,24.50404555893459,1.0,0,Satisfied,1,0
302,Individual,36,Referral,Monthly,25,4,7,1.3862943611198906,30,6.985641817639208,0,Yes,No,1,21.09407345031241,2.0,1,Satisfied,1,0
303,Individual,25,Web,Yearly,0,2,2,2.1972245773362196,70,7.467942332285852,0,No,No,4,15.530886234563823,4.0,0,Neutral,0,0
305,Individual,49,Web,Yearly,15,2,1,2.0794415416798357,20,6.8885724595653635,0,Yes,Yes,4,31.823669386702164,3.0,0,Neutral,1,0
306,Individual,5,Web,Quarterly,28,1,4,2.302585092994046,20,4.61512051684126,0,No,No,2,9.353417282305838,4.0,1,Satisfied,0,0
307,SME,33,Web,Yearly,1,7,10,1.9459101490553132,10,5.802118375377063,0,Yes,No,1,7.345346424528305,4.0,0,Unsatisfied,1,0
308,Individual,22,Mobile,Quarterly,24,0,3,0.0,30,6.493753839851686,0,No,No,0,26.00856424542024,4.0,0,Unsatisfied,1,0
309,Enterprise,47,Web,Quarterly,17,3,2,0.6931471805599453,30,7.252053951852814,0,No,No,0,29.97988599685482,3.0,0,Neutral,0,0
310,SME,42,Web,Monthly,21,3,2,2.302585092994046,30,7.13966033596492,0,No,No,3,15.85532914451215,3.0,0,Satisfied,1,0
311,Enterprise,25,Web,Monthly,19,3,4,1.0986122886681098,70,7.467942332285852,0,No,Yes,3,12.820890521387575,1.0,0,Unsatisfied,2,1
312,SME,43,Web,Yearly,19,4,7,1.0986122886681098,30,7.1631723908466425,0,Yes,No,0,35.34167930418872,4.0,1,Unsatisfied,0,0
313,Individual,50,Web,Monthly,19,4,4,2.4849066497880004,30,7.313886831633462,2,No,Yes,0,9.382759089905772,2.0,0,Neutral,1,0
314,Individual,29,Web,Monthly,31,2,4,1.791759469228055,10,5.673323267171493,0,Yes,No,2,13.288605469133683,4.0,0,Satisfied,1,0
315,Individual,45,Web,Yearly,20,4,9,2.5649493574615367,20,6.803505257608338,1,No,No,2,28.88054443117381,3.0,0,Satisfied,3,0
316,Enterprise,52,Web,Quarterly,30,3,7,0.0,10,6.255750041753367,0,Yes,No,1,26.160648557670115,4.0,0,Neutral,2,0
317,Individual,56,Referral,Monthly,15,7,5,2.772588722239781,30,7.427144133408616,1,No,No,1,11.706260333083446,4.0,0,Satisfied,0,0
318,Individual,30,Web,Monthly,31,4,8,2.1972245773362196,30,6.803505257608338,1,No,No,1,27.26265360746572,2.0,0,Satisfied,0,0
319,SME,48,Mobile,Quarterly,17,6,2,2.0794415416798357,50,7.783640596221253,0,Yes,No,0,1.0,4.0,1,Neutral,2,0
320,Enterprise,51,Web,Quarterly,17,3,3,2.833213344056216,50,7.844240718141811,0,No,No,5,27.48598675080669,2.0,1,Neutral,0,0
321,SME,30,Referral,Yearly,2,1,4,3.4011973816621555,20,6.398594934535208,0,Yes,No,1,27.112766192439896,3.0,0,Satisfied,2,0
322,SME,55,Web,Monthly,10,6,7,2.3978952727983707,30,7.409136443920128,1,Yes,No,1,38.87851467151391,4.0,0,Unsatisfied,2,0
323,Individual,44,Referral,Quarterly,12,7,3,0.6931471805599453,30,7.186144304522325,0,No,No,2,52.18310105393665,3.0,0,Neutral,0,0
325,Individual,46,Web,Yearly,11,3,4,0.0,20,6.825460036255307,1,Yes,No,3,25.40201252912657,1.0,0,Satisfied,4,0
326,SME,31,Web,Monthly,26,3,3,1.3862943611198906,10,5.739792912179234,1,No,No,2,23.85727109010781,4.0,0,Satisfied,3,0
327,Individual,34,Web,Monthly,27,0,6,2.5649493574615367,50,7.438971592395862,0,No,Yes,0,33.54264577644497,3.0,1,Satisfied,1,0
328,Individual,28,Web,Quarterly,3,5,5,3.044522437723423,50,7.244941546337007,1,Yes,No,1,28.292880442880776,4.0,0,Satisfied,0,0
330,Individual,4,Referral,Quarterly,28,0,9,1.0986122886681098,30,4.795790545596741,1,No,Yes,2,14.201552035491355,4.0,0,Unsatisfied,0,0
331,SME,33,Web,Quarterly,40,0,2,0.6931471805599453,50,7.409136443920128,0,No,No,0,11.45084998530346,3.0,0,Satisfied,1,0
332,SME,56,Web,Yearly,31,7,3,1.9459101490553132,30,7.427144133408616,0,Yes,No,2,25.675353682074103,4.0,1,Satisfied,1,0
333,SME,58,Mobile,Monthly,38,0,6,1.791759469228055,10,6.364750756851911,0,No,Yes,0,23.56941568748019,3.0,0,Unsatisfied,1,0
334,Individual,58,Mobile,Yearly,24,6,5,1.9459101490553132,70,8.309184527686298,0,No,No,4,32.90784517305612,5.0,0,Satisfied,0,0
335,Individual,57,Web,Yearly,12,6,1,1.3862943611198906,30,7.444833273892193,1,No,No,1,28.549970886818837,3.0,1,Neutral,0,0
336,SME,17,Mobile,Yearly,22,6,6,1.9459101490553132,10,5.14166355650266,1,Yes,No,0,18.27046549035806,2.0,2,Satisfied,0,0
337,SME,11,Web,Yearly,0,3,7,1.6094379124341003,20,5.3981627015177525,2,No,No,3,2.9642896273418984,4.0,0,Unsatisfied,2,1
338,Individual,7,Web,Monthly,18,2,6,3.7376696182833684,20,4.948759890378168,1,No,No,3,22.181415962729425,4.0,0,Neutral,2,0
339,Individual,17,Web,Monthly,19,7,3,1.0986122886681098,70,7.0825485693553,0,No,No,1,24.368147972129385,4.0,0,Satisfied,3,0
340,Individual,28,Web,Monthly,29,6,3,0.6931471805599453,30,6.734591659972948,1,Yes,No,1,33.27283889846043,4.0,0,Satisfied,0,0
341,Enterprise,17,Web,Yearly,22,0,7,2.833213344056216,30,6.236369590203704,0,No,No,0,14.993532598592738,3.0,0,Satisfied,1,0
342,Individual,41,Web,Yearly,15,4,3,2.70805020110221,20,6.710523109452428,2,No,Yes,1,34.76948643363719,4.0,0,Satisfied,1,0
343,Individual,10,Web,Monthly,6,4,1,2.8903717578961645,10,4.61512051684126,0,Yes,Yes,2,16.408535371466698,3.0,1,Satisfied,0,0
344,SME,26,Mobile,Monthly,12,4,7,1.9459101490553132,20,6.255750041753367,0,No,No,4,28.312832555231665,4.0,0,Satisfied,4,0
345,Individual,6,Mobile,Quarterly,17,3,4,1.0986122886681098,30,5.198497031265826,1,Yes,No,2,31.22042921005519,4.0,0,Neutral,0,0
347,Individual,16,Mobile,Monthly,0,6,2,2.772588722239781,10,5.081404364984463,2,No,No,1,23.94135161852033,4.0,0,Satisfied,0,0
348,Individual,39,Referral,Quarterly,19,5,1,2.6390573296152584,50,7.576097340623111,2,No,No,0,8.236243624466269,5.0,1,Unsatisfied,1,0
350,Individual,26,Referral,Quarterly,15,5,6,1.9459101490553132,10,5.564520407322694,1,No,No,3,10.824505314847622,5.0,1,Neutral,2,0
351,Individual,4,Web,Monthly,21,1,5,1.6094379124341003,30,4.795790545596741,2,No,Yes,2,34.70217501235346,5.0,0,Unsatisfied,1,1
352,Individual,20,Web,Yearly,15,6,4,1.6094379124341003,50,6.90875477931522,0,No,No,2,19.300841645110665,3.0,0,Neutral,0,0
353,Individual,56,Mobile,Quarterly,30,7,5,0.6931471805599453,50,7.937731775260109,1,No,No,0,24.152930878805307,4.0,0,Neutral,2,0
354,SME,49,Web,Monthly,12,0,6,3.091042453358316,30,7.293697720601438,1,No,No,1,23.254546335470557,3.0,0,Satisfied,2,0
355,Individual,56,Web,Quarterly,11,4,4,1.0986122886681098,10,6.329720905522696,2,No,No,2,4.459331036975193,4.0,1,Satisfied,2,0
356,Enterprise,41,Web,Monthly,12,5,3,0.0,10,6.018593214496234,0,Yes,No,2,21.1060103861166,2.0,1,Satisfied,0,0
357,SME,11,Referral,Yearly,21,0,4,1.9459101490553132,10,4.709530201312334,0,No,No,0,23.21415309160516,3.0,0,Satisfied,1,0
358,Individual,23,Web,Quarterly,21,3,3,2.0794415416798357,30,6.53813982376767,0,Yes,No,1,41.28672665393638,4.0,0,Unsatisfied,3,0
359,Individual,33,Web,Quarterly,14,6,6,1.6094379124341003,30,6.898714534329988,1,No,No,3,38.75293605418545,3.0,0,Satisfied,2,0
360,Individual,31,Web,Monthly,19,7,5,1.6094379124341003,50,7.346655163176539,0,No,No,2,18.33815949931292,4.0,0,Neutral,0,0
361,Individual,7,Mobile,Monthly,23,4,5,1.6094379124341003,30,5.351858133476067,0,No,No,2,20.16927253869333,5.0,0,Neutral,3,0
363,Individual,5,Web,Monthly,18,2,3,1.0986122886681098,20,4.61512051684126,0,Yes,No,2,18.855809211871858,3.0,0,Neutral,3,1
364,SME,37,Referral,Quarterly,12,3,6,3.367295829986474,30,7.01301578963963,1,No,No,0,30.9215774822892,4.0,0,Unsatisfied,2,0
367,Individual,45,Referral,Monthly,27,3,5,0.6931471805599453,10,6.111467339502679,1,No,No,0,21.20527058754447,4.0,0,Satisfied,1,0
368,SME,47,Web,Yearly,21,7,8,1.9459101490553132,30,7.252053951852814,2,No,No,1,11.179947156807184,4.0,0,Unsatisfied,1,0
369,Individual,4,Mobile,Yearly,16,3,3,2.4849066497880004,50,5.303304908059076,0,Yes,No,1,28.347463608101464,3.0,0,Neutral,1,1
370,SME,30,Web,Monthly,14,2,6,1.6094379124341003,20,6.398594934535208,0,No,No,1,21.6473443398573,2.0,0,Satisfied,0,0
371,Individual,30,Mobile,Monthly,28,5,5,1.0986122886681098,20,6.398594934535208,1,No,No,1,31.755948718227863,3.0,1,Satisfied,0,0
373,Individual,56,Web,Monthly,15,5,3,2.302585092994046,20,7.02197642307216,0,Yes,No,2,12.719890477199378,4.0,0,Satisfied,4,0
374,Enterprise,24,Web,Yearly,34,1,11,1.9459101490553132,10,5.484796933490655,0,No,No,1,31.57971652265041,3.0,0,Satisfied,0,0
375,SME,31,Web,Quarterly,31,2,2,1.6094379124341003,30,6.836259277277067,0,Yes,No,1,9.589923344369112,3.0,0,Satisfied,0,1
376,Individual,28,Web,Yearly,22,5,4,1.3862943611198906,100,7.937731775260109,0,Yes,No,0,31.49094721020221,3.0,0,Satisfied,1,0
377,Individual,45,Mobile,Yearly,15,7,3,0.6931471805599453,20,6.803505257608338,0,No,No,3,20.8735259267478,3.0,0,Neutral,0,0
378,Individual,43,Mobile,Quarterly,17,1,5,1.3862943611198906,30,7.1631723908466425,0,No,No,3,17.452746339012542,4.0,0,Neutral,0,0
379,Enterprise,4,Web,Quarterly,20,2,4,1.3862943611198906,10,3.713572066704308,0,No,No,1,26.9919017821606,3.0,0,Neutral,2,0
380,SME,39,Web,Yearly,41,0,2,1.6094379124341003,20,6.660575149839686,0,Yes,No,0,27.28995484352792,5.0,0,Neutral,2,0
381,Individual,19,Mobile,Quarterly,30,2,2,1.3862943611198906,30,6.3473892096560105,0,No,No,2,7.855720905445601,4.0,1,Unsatisfied,1,0
382,Individual,24,Mobile,Monthly,28,1,4,0.0,20,6.175867270105761,1,No,No,3,25.668099817685217,5.0,0,Satisfied,2,0
383,Individual,7,Web,Quarterly,18,6,4,1.3862943611198906,100,6.55250788703459,0,Yes,No,1,28.751914446449515,3.0,0,Unsatisfied,2,0
385,SME,53,Mobile,Yearly,18,2,3,2.6390573296152584,70,8.219056661060598,1,No,No,0,28.3434611299181,4.0,0,Unsatisfied,1,0
386,Individual,48,Web,Quarterly,29,6,4,1.0986122886681098,30,7.273092595999522,1,Yes,No,0,32.46771253135281,3.0,0,Neutral,0,0
387,Individual,53,Web,Monthly,36,7,2,0.6931471805599453,20,6.966967138613983,0,No,No,1,14.071194828030809,3.0,0,Unsatisfied,2,0
388,Individual,9,Web,Monthly,11,4,1,2.3978952727983707,20,5.198497031265826,0,No,Yes,1,14.040641806266052,3.0,0,Neutral,0,0
389,Individual,22,Referral,Yearly,0,2,10,3.4011973816621555,10,5.3981627015177525,1,Yes,No,4,23.97090615815514,3.0,1,Unsatisfied,1,0
391,Individual,2,Web,Quarterly,30,3,3,2.0794415416798357,30,4.110873864173311,1,Yes,No,0,18.537867572139135,2.0,0,Neutral,1,0
393,Enterprise,16,Web,Monthly,24,7,4,1.0986122886681098,50,6.68586094706836,0,Yes,Yes,2,21.795491787823828,4.0,0,Satisfied,0,0
394,SME,5,Mobile,Monthly,8,2,3,1.6094379124341003,30,5.017279836814924,1,Yes,No,1,23.23318303941031,4.0,0,Satisfied,2,0
396,Individual,52,Referral,Yearly,12,5,3,2.1972245773362196,20,6.947937068614969,1,No,Yes,0,25.63310373252623,3.0,2,Satisfied,0,0
397,SME,26,Referral,Yearly,18,7,8,3.1780538303479458,10,5.564520407322694,0,No,No,6,35.19397919610529,3.0,0,Neutral,0,0
398,SME,15,Mobile,Quarterly,22,5,5,2.3978952727983707,50,6.621405651764134,0,Yes,No,1,34.1975594792397,3.0,0,Satisfied,0,0
399,Individual,3,Web,Yearly,26,1,5,2.302585092994046,70,5.351858133476067,0,No,No,0,19.284856249659743,5.0,0,Neutral,2,1
400,Individual,9,Web,Monthly,15,4,5,1.3862943611198906,10,4.51085950651685,0,Yes,No,1,16.950374241870904,5.0,0,Satisfied,2,0
401,SME,59,Mobile,Monthly,8,5,3,1.791759469228055,50,7.989899374942939,0,No,No,0,26.41524035693324,3.0,1,Satisfied,1,0
402,Enterprise,28,Web,Yearly,4,1,4,3.4339872044851463,50,7.244941546337007,1,No,No,1,32.515435904783374,1.0,1,Neutral,0,0
403,Individual,39,Mobile,Monthly,30,3,5,2.6390573296152584,70,7.912423121473705,1,No,No,2,11.368175574969552,4.0,0,Unsatisfied,0,0
404,Individual,36,Mobile,Quarterly,11,7,5,0.0,20,6.580639137284949,0,No,Yes,0,23.932481204187,4.0,0,Satisfied,0,0
405,SME,25,Referral,Quarterly,25,7,4,1.0986122886681098,50,7.1316985104669115,0,No,No,4,25.72411833598313,5.0,1,Unsatisfied,1,0
406,Enterprise,41,Web,Monthly,4,1,4,1.791759469228055,30,7.115582126184454,0,No,Yes,1,21.471130557023077,4.0,0,Satisfied,2,0
407,SME,28,Mobile,Monthly,35,3,1,2.9444389791664403,100,7.937731775260109,1,Yes,No,0,13.894746310695831,3.0,0,Satisfied,1,0
408,Individual,47,Mobile,Monthly,47,5,5,3.2188758248682006,50,7.762596048540069,1,No,No,1,24.15149727722857,5.0,0,Unsatisfied,1,0
409,Individual,55,Web,Quarterly,23,0,5,1.3862943611198906,30,7.409136443920128,0,Yes,No,0,4.7825558810548685,4.0,0,Unsatisfied,0,0
410,Individual,21,Referral,Monthly,17,6,2,0.6931471805599453,50,6.957497370876951,0,Yes,No,0,23.680418693505263,4.0,0,Satisfied,1,0
412,SME,25,Mobile,Quarterly,15,2,2,0.0,50,7.1316985104669115,1,Yes,No,0,5.851738898213704,4.0,0,Satisfied,0,0
413,Individual,30,Referral,Monthly,20,7,5,0.6931471805599453,70,7.650168700845001,0,No,No,1,25.503324275692773,4.0,0,Satisfied,1,0
415,Enterprise,57,Web,Monthly,19,2,3,1.9459101490553132,50,7.955425088912672,1,Yes,No,2,23.898057816587965,5.0,3,Satisfied,3,0
416,SME,11,Web,Monthly,31,5,1,2.70805020110221,20,5.3981627015177525,0,Yes,No,1,24.910777225782034,4.0,0,Neutral,1,0
417,Enterprise,19,Mobile,Quarterly,15,0,8,1.3862943611198906,50,6.85751406254539,0,No,No,0,19.429557076860625,4.0,0,Satisfied,2,0
418,Individual,11,Mobile,Yearly,15,3,5,2.0794415416798357,10,4.709530201312334,0,No,No,0,39.08819649905993,4.0,0,Satisfied,1,0
419,SME,25,Web,Monthly,15,2,10,3.091042453358316,20,6.2166061010848646,0,Yes,No,0,25.24074006510253,4.0,0,Satisfied,1,0
420,SME,1,Mobile,Yearly,39,6,9,3.258096538021482,100,4.61512051684126,1,Yes,No,0,28.53216618947992,4.0,0,Satisfied,2,1
421,Individual,32,Referral,Monthly,22,2,6,1.6094379124341003,30,6.8679744089702925,1,No,No,1,18.25752857846648,4.0,1,Satisfied,0,0
422,Enterprise,21,Referral,Quarterly,20,0,3,2.6390573296152584,30,6.447305862541213,3,No,No,2,18.00846396340171,3.0,0,Satisfied,3,0
423,Individual,45,Mobile,Yearly,15,4,10,0.0,50,7.719129840906732,2,No,No,2,17.17047378425532,3.0,0,Satisfied,0,0
424,SME,13,Web,Quarterly,30,5,9,2.1972245773362196,20,5.564520407322694,0,No,Yes,3,28.90620276138511,3.0,0,Satisfied,1,0
425,Enterprise,34,Referral,Monthly,11,4,4,2.1972245773362196,10,5.831882477283517,1,No,No,0,27.476372725335175,2.0,0,Neutral,1,0
427,SME,51,Mobile,Quarterly,18,1,2,0.6931471805599453,50,7.844240718141811,0,No,No,2,28.03050558186332,3.0,1,Neutral,0,0
428,Individual,55,Mobile,Monthly,31,6,6,2.3978952727983707,20,7.00397413672268,0,No,No,1,18.06275780179439,4.0,0,Satisfied,1,0
429,SME,47,Web,Quarterly,16,6,7,1.0986122886681098,10,6.154858094016418,0,No,No,0,13.74698321928699,5.0,1,Satisfied,1,0
430,SME,19,Web,Monthly,28,0,1,3.2188758248682006,30,6.3473892096560105,0,No,No,2,19.939908270651998,4.0,0,Satisfied,1,0
432,SME,42,Web,Quarterly,19,6,1,2.4849066497880004,20,6.734591659972948,1,Yes,Yes,1,14.298128131465448,3.0,0,Satisfied,1,0
433,Individual,59,Web,Quarterly,33,3,3,1.6094379124341003,20,7.074116816197362,0,No,No,0,18.96559942983508,3.0,1,Neutral,0,0
434,Individual,9,Referral,Quarterly,32,3,9,1.6094379124341003,50,6.111467339502679,0,No,No,3,14.357184483630093,4.0,0,Satisfied,1,0
435,Individual,51,Web,Monthly,13,1,8,1.3862943611198906,30,7.333676395657684,1,No,No,1,19.19235366711182,5.0,0,Unsatisfied,2,0
436,SME,11,Web,Monthly,12,5,4,1.6094379124341003,100,7.00397413672268,1,No,No,0,32.10914595633863,5.0,0,Neutral,3,0
437,Individual,38,Web,Quarterly,17,4,3,1.0986122886681098,70,7.886457270977689,0,Yes,No,1,33.07947773117321,3.0,0,Neutral,1,0
438,SME,31,Web,Yearly,17,3,7,2.9444389791664403,20,6.431331081933479,0,No,No,2,22.08357557749249,3.0,0,Neutral,2,0
439,Individual,2,Web,Quarterly,30,6,6,2.302585092994046,30,4.110873864173311,0,No,No,1,30.236885063980026,5.0,0,Satisfied,1,0
441,Individual,42,Web,Monthly,11,3,4,1.0986122886681098,10,6.042632833682381,0,Yes,No,1,16.896032668546205,2.0,1,Satisfied,1,0
442,SME,47,Web,Yearly,11,6,2,1.0986122886681098,50,7.762596048540069,0,No,No,1,9.872083678969474,4.0,0,Satisfied,1,0
443,SME,5,Web,Quarterly,21,7,4,1.791759469228055,20,4.61512051684126,0,Yes,No,1,27.0997146251785,2.0,1,Satisfied,0,0
444,Enterprise,50,Mobile,Yearly,28,6,1,2.5649493574615367,10,6.2166061010848646,0,Yes,No,0,36.65282990679003,4.0,0,Unsatisfied,0,0
446,SME,39,Web,Quarterly,21,2,11,1.6094379124341003,100,8.268988209506656,0,No,No,2,33.93328388122549,5.0,0,Unsatisfied,2,0
447,Enterprise,35,Referral,Quarterly,18,6,6,2.995732273553991,30,6.957497370876951,0,No,No,1,16.573693976307624,4.0,0,Satisfied,0,0
448,SME,53,Mobile,Quarterly,17,5,2,3.295836866004329,10,6.274762021241939,0,No,No,1,18.834943462855,3.0,0,Satisfied,1,0
449,Individual,59,Web,Monthly,12,2,2,0.0,30,7.479299637782834,1,No,No,1,31.135264174946464,3.0,0,Neutral,0,0
450,SME,57,Web,Monthly,19,1,6,2.5649493574615367,100,8.648396877031582,0,No,No,1,19.11865514833496,5.0,0,Satisfied,1,0
